StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,consent,mf_victim,mf_perpetrator,mf_relationship,mf_incident,mf_meta,fm_victim,fm_perpetrator,fm_relationship,fm_incident,fm_meta,mm_victim,mm_perpetrator,mm_relationship,mm_incident,mm_meta,ff_victim,ff_perpetrator,ff_relationship,ff_incident,ff_meta,gender,age,ethnicity,ethnicity_6_TEXT,sexual_orientation
07.02.2024 16:46,07.02.2024 16:50,54,221,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,Very difficult,,,,,,female,"criminal
man","love 
long-lasting 
trust ",braking rules,Very difficult,,,,,
07.02.2024 16:47,07.02.2024 16:50,22,196,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:51,07.02.2024 16:55,22,242,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:51,07.02.2024 16:52,5,50,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:52,07.02.2024 16:53,5,42,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:45,07.02.2024 16:46,22,36,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:52,07.02.2024 16:52,5,21,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 15:27,07.02.2024 15:33,54,354,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared to say anything or tell anyone
Concerned about telling others as may feel like she might be blamed
Embarrassed that her partner who she loves and trust did this
","Egotistical
Narcisscist
Selfish","Anxious/Avoidant potentially
One sided 
Fake on the outside when at events, all happens behind closed doors","Due to the female doign something wrong, might feel the need to apologise even though she did nothing wrong",Slightly difficult,"taken advantage of
shy and introverted
","main income earner in relationship
respected by family and friends
acts like everything is perfect and ideal","seems like nothing is wrong on the outside
all is perfect
",emotionally controlling,Difficult,,,,,,,,,,,,,,,
07.02.2024 16:54,07.02.2024 16:57,22,192,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:55,07.02.2024 16:58,22,151,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:56,07.02.2024 16:59,22,206,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:49,07.02.2024 16:51,22,110,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:52,07.02.2024 16:54,22,112,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:53,07.02.2024 16:55,38,124,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Innocent 
Vulnerable 
Helpless
","Nasty
Intimidating 
Narcissist ","Loving
Helpful
Kindness ","Hitting
Kicking
Punching
Spitting ",Not at all difficult,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:42,07.02.2024 16:45,22,196,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:53,07.02.2024 16:59,22,341,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:53,07.02.2024 16:56,38,176,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:48,07.02.2024 16:53,38,284,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,"People pleaser
Timid
Easy to manipulate 
Blinded by love
Scared they may not be believed","Narcissistic 
Likes to gaslight people
Puts on a face for others and is different behind closed doors
Mentally abusive 
Likely to cheat","Toxic 
Likely to break up and make up quickly in short spaces of time under the promise of things being better
The man has the control and holds the cards","Physically assaulted after an argument
Coerced into unwanted sexual activity under the premise that they feel bad if they don’t ",Slightly difficult,,,,,,,,,,,,,,,
07.02.2024 16:55,07.02.2024 16:56,22,60,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 17:00,07.02.2024 17:01,22,56,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:47,07.02.2024 16:47,5,34,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:48,07.02.2024 16:51,5,167,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:55,07.02.2024 16:58,22,159,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 19:00,07.02.2024 19:12,100,750,TRUE,07.02.2024 19:12,EN,I have read and understood the above statement. I choose to participate voluntarily.,"anxiety
feelings of self-blame
fear of leaving relationship
walking on egg shells during some engagements","loss of self-control
communicative frustration 
remorse","toxic
","assault
destruction of furniture
threats
gaslighting
",Moderately difficult,"loyal to relationship
fear of leaving
fear of defending self","""wears the pants"" in the relationship
bossy
behaves freely, without regard","one sided
toxic","humiliation
assault",Slightly difficult,"Fear of defending themselves
anxiety","feelings of justified aggression
remorseful
loss of self control","strained
complicated","destruction of furniture
assault",Slightly difficult,cant answer,cant answer,cant answer,cant answer,Very difficult,Male,30,Other,Mixed,Heterosexual or Straight
07.02.2024 19:06,07.02.2024 19:13,100,433,TRUE,07.02.2024 19:13,EN,I have read and understood the above statement. I choose to participate voluntarily.,"slim
quiet
jittery
home a lot/ out of work","professional
well dressed
loud
sly","couple
living together
married
with children","rape
financial abuse
physical assaults
gaslighting",Not at all difficult,"kind
poor self esteem
small
tmid","plus size
loud 
rowdy","boyfriend and girlfriend
not married
maybe living together/stay together most of the time","hitting/slapping
verbal abuse
gaslighting",Moderately difficult,"average guy
seemingly happy mostly
","average build
a bit rough/ uneducated
not as well kept",friends,punching/ physical assault,Difficult,"shy
quiet
malnourished/unkept","butch
plus sized
loud 
obnoxious","lesbian couple
living together","hitting
verbal abuse
keeping money from them
gaslighting",Slightly difficult,Male,29,White,,Heterosexual or Straight
07.02.2024 19:00,07.02.2024 19:17,100,1063,TRUE,07.02.2024 19:17,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Introverted.
Reluctant to tell anyone about the fact that such violence is going on.

Scared.
Helpless.
Ashamed.
Abused.","Aggressive, or demonstrates threats of aggression both physical and with the intention of insighting fear
","Abuse.
Abusive in nature.
Violence, whether that be mental or physical.
Toxic.
Spiteful.","Physical violence.
Threatening behaviour.
Psychological bullying and manipulation",Moderately difficult,"Introverted.
Reluctant to tell anyone about the fact that such violence is going on.
Being gaslighted into thinking they are in the wrong.","Manipulative.
Cunning.
Deceitful.
Wicked.
Evil.","Abuse.
Abusive in nature.
Violence, whether that be mental or physical
Disgusting.
Manipulation.","Physical violence.
Threatening behaviour.
Psychological bullying and manipulation.

Throwing of objects.
Physical violence.
Threats of telling others that they themselves were the victims, not the perpetrators, of such physical or psychological violence.",Moderately difficult,"Introverted.
Reluctant to tell anyone about the fact that such violence is going on.","Manipulative.
Controlling.
Aggressive, or demonstrates threats of aggression both physical and with the intention of insighting fear.","Abuse.
Abusive in nature.
Violence, whether that be mental or physical.","Physical violence.
Threatening behaviour.
Psychological bullying and manipulation.",Moderately difficult,"Scared.
Helpless.
Ashamed.
Abused.","Manipulative and cunning.
Twists facts and uses them against their partner.
Threatens to tell other people that her partner has physically or psychologically abused them.
Deceitful. ","Toxic.
Abusive.
Destructive.","Throwing of objects.
Physical violence.
Threats of telling others that they themselves were the victims, not the perpetrators, of such physical or psychological violence.",Moderately difficult,Male,27,White,,Heterosexual or Straight
07.02.2024 19:12,07.02.2024 19:19,100,436,TRUE,07.02.2024 19:19,EN,I have read and understood the above statement. I choose to participate voluntarily.,"beat down, submissive, unconfident, unsure","manipulative, abusive, yelling, harmful","Abusive, do not leave the relationship,","punching, screaming, demanding",Slightly difficult,"Weak, spineless, submissive","strong, tough, domineering ","abusive, more subtle manipulation","slapping, kickiing, punching, belittling",Slightly difficult,"submissive, unconfident","alpha, tough, demanding, abusive",highly physically and mentally abusive,"punching, manipulation, constraints",Slightly difficult,"Weak, submissive, unconfident","tough, uncaring",stubborn need to remain in relationship,"rough play, slapping, yelling, screaming",Slightly difficult,Male,26,White,,Bisexual
07.02.2024 19:03,07.02.2024 19:25,100,1341,TRUE,07.02.2024 19:25,EN,I have read and understood the above statement. I choose to participate voluntarily.,"nervous 
sad 
upset
violated 
embarrassed
distressed","angry 
sadistic 
selfish 
bully 
hateful 
sad 
beast","happy 
sharing 
caring 
loving 
 tender 
","vile 
hate 
spite 
frightening 
rageful 
hatred
gross 
",Not at all difficult,"shy 
embarrassed
shame 
shocked 
abused 
violated  
","shame 
angry 
self loathing 
evil 
unhappy ","selfish 
toxic 
chaotic ","dreadful 
terrible 
scary 
dread ",Not at all difficult,"scared 
lonely 
fear 
frightful 
worried
embarrassed
scared","mean 
bully 
controller 
imtimidater ","not good 
poor 
chaos
dread ","awful 
dreadful 
fearful 
anxious ",Not at all difficult,"abused 
violent 
picked on 
fearful 
why me 
frightened 
isolated","bully 
bitch 
self hate 
controller unhappy","toxic 
bot good 
bully
conrontrolling","angry 
sad 
scared 
fear 
hate 
scared",Not at all difficult,Female,43,White,,Heterosexual or Straight
